"customer_id","customer_type","state","zip","zip3","customer_sqft","first_purch","last_purch","cases","dollars","cab_franc","cab_sauvignon","malbec","merlot","red_blend","syrah","buyer"
4136,"bar","PA",16101,161,2393,53,29,5,3545,0,0,1,3,1,0,0
4137,"bar","MD",20906,209,2491,53,35,5,3529,1,0,0,1,0,3,0
4138,"restaurant","NY",10024,100,1956,53,5,4,2881,0,3,0,0,0,1,0
4139,"bar","NY",11237,112,3412,53,27,4,2965,0,0,1,1,2,0,0
4140,"restaurant","NY",10469,104,2798,53,15,7,4975,0,1,2,2,1,1,0
4141,"restaurant","NJ",7026,70,2219,53,33,6,4515,0,0,2,3,0,1,0
4142,"restaurant","PA",17961,179,2817,53,5,8,5639,2,3,1,1,0,1,0
4143,"bar","MA",2172,21,1887,53,29,9,6449,0,2,4,3,0,0,0
4144,"restaurant","PA",18332,183,2430,53,33,3,2166,1,0,0,1,0,1,0
4145,"restaurant","PA",17360,173,3294,53,3,9,6407,1,0,1,4,1,2,0
4146,"bar","PA",17032,170,3629,53,15,5,3625,2,0,0,0,1,2,0
4147,"bar","NY",11207,112,2822,53,29,5,3567,0,2,1,1,0,1,0
4148,"restaurant","NY",12208,122,2779,53,11,4,2893,1,0,1,1,1,0,0
4149,"restaurant","PA",17042,170,2395,53,13,8,5681,0,2,3,1,1,1,0
4150,"restaurant","NJ",8247,82,2951,53,11,7,5144,0,2,1,2,2,0,0
4151,"bar","NY",11725,117,3947,53,25,3,2125,2,0,1,0,0,0,0
4152,"restaurant","NJ",7731,77,2939,53,27,9,6412,0,2,1,1,1,4,0
4153,"restaurant","NY",10956,109,2804,53,15,7,5086,3,0,0,2,0,2,0
4154,"bar","NY",12309,123,3234,53,11,10,7201,2,2,1,3,1,1,0
4155,"bar","MD",21087,210,2231,53,11,8,5721,0,0,2,3,3,0,0
4156,"restaurant","NY",11948,119,2214,53,11,11,7955,2,1,1,3,3,1,0
4157,"restaurant","MA",2054,20,2945,53,21,5,3584,0,1,0,3,1,0,0
4158,"restaurant","NJ",7878,78,2570,53,11,6,4385,1,2,1,1,1,0,0
4159,"restaurant","MA",2151,21,3640,53,21,6,4251,1,2,0,2,0,1,0
4160,"restaurant","PA",19501,195,3281,53,31,8,5781,2,1,0,1,2,2,0
4161,"restaurant","NY",10952,109,2671,53,11,6,4372,2,0,1,1,1,1,0
4162,"bar","NJ",7023,70,2707,53,15,7,4989,2,0,1,3,1,0,0
4163,"restaurant","MD",20910,209,3809,53,21,6,4183,1,2,2,1,0,0,0
4164,"bar","NJ",7018,70,3268,53,11,10,7256,0,1,5,1,2,1,0
4165,"restaurant","NY",11706,117,2155,53,15,8,5713,1,2,0,4,0,1,0
4166,"bar","NJ",8730,87,4194,53,25,5,3651,1,2,1,0,0,1,0
4167,"restaurant","PA",15227,152,2669,53,7,7,4927,1,0,1,1,1,3,0
4168,"bar","NY",11385,113,3107,53,35,3,2132,0,0,2,0,0,1,0
4169,"bar","NJ",7607,76,3141,53,33,5,3617,2,0,1,1,0,1,0
4170,"restaurant","NJ",7860,78,3393,53,17,5,3683,1,1,0,2,1,0,0
4171,"bar","NJ",7645,76,2371,53,15,11,8084,1,3,5,1,1,0,0
4172,"bar","NY",12208,122,3339,53,15,8,5577,1,2,3,2,0,0,0
4173,"restaurant","MD",20814,208,2215,53,21,6,4364,1,1,1,2,1,0,0
4174,"bar","NY",11566,115,3404,53,15,4,2920,0,1,0,3,0,0,0
4175,"bar","PA",15215,152,2817,53,17,5,3641,2,0,2,1,0,0,0
4176,"bar","NY",11364,113,2263,53,23,4,2866,1,1,0,0,0,2,0
4177,"restaurant","NY",10952,109,2315,53,27,8,5919,1,1,1,3,2,0,0
4178,"bar","NJ",8823,88,3521,53,3,10,7149,2,2,4,2,0,0,0
4179,"bar","NJ",8086,80,3299,53,1,11,7796,2,3,2,2,1,1,0
4180,"bar","CT",6902,69,3094,53,15,5,3559,0,0,3,2,0,0,0
4181,"restaurant","NY",13076,130,2831,53,13,6,4336,0,3,0,1,2,0,0
4182,"bar","CT",6074,60,3475,53,5,8,5665,1,2,2,2,1,0,0
4183,"restaurant","PA",19114,191,2639,53,9,9,6559,0,1,1,6,1,0,0
4184,"restaurant","NJ",7013,70,2929,53,1,9,6596,1,0,0,5,2,1,0
4185,"restaurant","NY",10523,105,2319,53,13,7,4995,1,1,3,2,0,0,0
4186,"restaurant","PA",19004,190,2696,53,15,9,6340,0,1,1,3,2,2,0
4187,"bar","NY",11937,119,2875,53,7,6,4325,0,2,0,2,0,2,0
4188,"bar","NH",3247,32,2282,53,11,7,5063,0,0,3,1,2,1,0
4189,"bar","PA",17547,175,2710,53,13,10,7123,1,3,3,3,0,0,0
4190,"bar","NJ",7013,70,3369,53,15,10,7158,2,3,3,2,0,0,0
4191,"restaurant","MA",2121,21,2202,53,13,5,3612,1,1,0,1,1,1,0
4192,"bar","DC",20007,200,3234,53,15,8,5867,0,1,2,3,1,1,0
4193,"restaurant","MA",2645,26,2996,53,1,8,5831,1,1,1,5,0,0,0
4194,"restaurant","NY",11783,117,3054,53,9,6,4251,1,1,1,1,1,1,0
4195,"restaurant","PA",15120,151,3704,53,27,3,2173,1,1,0,0,0,1,0
4196,"restaurant","NJ",8402,84,2347,53,15,5,3584,0,0,1,2,0,2,0
4197,"bar","DE",19970,199,3295,53,15,10,7120,2,2,3,2,1,0,0
4198,"restaurant","MD",21048,210,2761,53,29,7,4968,1,2,1,1,1,1,0
4199,"bar","NY",10024,100,2702,53,11,7,5144,1,1,3,1,0,1,0
4200,"bar","NJ",7208,72,3208,53,13,8,5552,2,2,3,1,0,0,0
4201,"restaurant","NY",14701,147,2105,53,19,6,4226,0,5,0,1,0,0,0
4202,"bar","NY",11725,117,2146,53,1,7,4960,1,0,2,2,1,1,0
4203,"restaurant","NY",11434,114,3471,53,15,5,3574,2,0,1,1,1,0,0
4204,"bar","NY",10028,100,3009,53,5,5,3539,0,1,2,2,0,0,0
4205,"restaurant","NJ",7762,77,2583,53,31,6,4260,1,2,1,1,1,0,0
4206,"restaurant","NY",11356,113,3217,53,33,5,3569,0,1,2,1,0,1,0
4207,"bar","MD",20912,209,3448,53,15,8,5693,2,1,2,2,0,1,0
4208,"restaurant","PA",17349,173,4227,53,29,6,4354,0,1,1,1,2,1,0
4209,"restaurant","PA",15367,153,3085,53,33,3,2123,0,1,0,2,0,0,0
4210,"restaurant","MD",21211,212,3108,53,35,2,1453,1,0,0,0,1,0,0
4211,"bar","MA",2122,21,2705,53,11,8,5879,0,2,2,3,0,1,0
4212,"bar","NY",10507,105,2169,53,33,5,3659,0,0,2,3,0,0,0
4213,"bar","NY",11565,115,3226,53,31,6,4355,1,1,2,1,1,0,0
4214,"bar","NY",10002,100,3883,53,27,5,3575,1,0,1,1,1,1,0
4215,"restaurant","PA",19078,190,2103,53,27,6,4284,1,1,0,2,1,1,0
4216,"restaurant","NJ",7604,76,3341,53,27,9,6442,1,0,1,2,2,3,0
4217,"restaurant","NY",11570,115,2415,53,7,8,5818,1,1,2,1,1,2,0
4218,"restaurant","NY",11221,112,2642,53,29,4,2850,0,2,1,1,0,0,0
4219,"restaurant","MA",1730,17,2847,53,11,6,4264,1,2,1,0,2,0,0
4220,"bar","MA",2192,21,2555,53,29,5,3598,0,1,1,2,1,0,0
4221,"restaurant","NY",10306,103,2889,53,27,7,5122,0,1,0,4,0,2,0
4222,"restaurant","PA",19602,196,3166,53,25,9,6664,1,2,3,2,1,0,0
4223,"restaurant","PA",17013,170,3413,53,9,7,5000,1,1,0,3,0,2,0
4224,"restaurant","NY",10469,104,3249,53,17,8,5790,1,1,1,1,3,1,0
4225,"bar","NJ",7432,74,2798,53,15,7,5127,0,1,2,3,0,1,0
4226,"restaurant","NY",11791,117,2111,53,13,8,5772,0,2,2,4,0,0,0
4227,"bar","NY",12543,125,3226,53,15,4,2915,0,0,1,0,3,0,0
4228,"restaurant","RI",2835,28,2097,53,7,8,5805,1,1,1,3,1,1,0
4229,"restaurant","MA",1035,10,2261,53,21,7,5033,1,1,1,2,1,1,0
4230,"bar","NY",11370,113,3703,53,15,7,4923,1,0,1,5,0,0,0
4231,"bar","RI",2879,28,2705,53,11,5,3587,0,2,0,1,0,2,0
4232,"bar","PA",19095,190,2829,53,21,4,2905,0,0,1,2,1,0,0
4233,"restaurant","NJ",7603,76,3322,53,5,6,4249,0,1,1,1,0,3,0
4234,"restaurant","NJ",7050,70,2477,53,31,4,2925,1,0,0,2,1,0,0
4235,"restaurant","NY",11235,112,3487,53,11,8,5665,1,1,1,2,2,1,0
4236,"bar","PA",18411,184,2767,53,11,5,3560,0,4,0,1,0,0,0
4237,"bar","MA",1129,11,2633,53,1,7,5237,3,1,2,0,1,0,0
4238,"restaurant","PA",18966,189,3027,53,15,7,4980,0,3,0,2,2,0,0
4239,"bar","NY",13323,133,2250,53,9,9,6349,1,1,4,1,1,1,0
4240,"restaurant","NJ",7071,70,3598,53,9,6,4310,1,1,0,2,2,0,0
4241,"restaurant","NY",14616,146,2388,53,9,6,4293,0,2,1,1,2,0,0
4242,"restaurant","NJ",7076,70,3388,53,15,10,7300,2,0,1,4,1,2,0
4243,"bar","NY",10983,109,3621,53,33,3,2161,0,2,0,1,0,0,0
4244,"restaurant","NJ",8733,87,2852,53,19,8,5842,0,1,0,5,2,0,0
4245,"restaurant","NY",11801,118,3096,53,1,7,4996,0,5,1,0,1,0,0
4246,"restaurant","NJ",7083,70,2540,53,5,9,6479,2,2,0,2,1,2,0
4247,"bar","NJ",8733,87,3250,53,1,5,3640,2,0,1,2,0,0,0
4248,"bar","NJ",8820,88,2940,53,9,9,6340,3,2,0,3,1,0,0
4249,"restaurant","NY",11776,117,2379,53,7,7,5019,0,1,3,2,0,1,0
4250,"bar","NJ",8721,87,3635,53,15,4,2936,2,1,1,0,0,0,0
4251,"restaurant","NY",11735,117,2919,53,29,7,4935,2,2,1,2,0,0,0
4252,"bar","NY",14701,147,2922,53,29,5,3626,0,0,1,3,1,0,0
4253,"restaurant","NY",11758,117,2087,53,27,4,2785,0,0,0,2,2,0,0
4254,"bar","MA",1845,18,2437,53,15,5,3612,2,0,1,2,0,0,0
4255,"bar","CT",6611,66,3181,53,15,9,6631,1,2,3,3,0,0,0
4256,"restaurant","NY",10566,105,1959,53,13,5,3650,1,0,1,2,1,0,0
4257,"bar","MA",1504,15,3796,53,23,8,5761,2,1,2,2,1,0,0
4258,"restaurant","NJ",7702,77,3284,53,7,8,5723,1,2,2,0,1,2,0
4259,"restaurant","NY",14620,146,4445,53,29,6,4341,1,1,0,1,1,2,0
4260,"bar","NY",12603,126,2988,53,11,5,3499,0,1,2,1,1,0,0
4261,"bar","NY",10306,103,4352,53,9,6,4257,2,0,2,1,1,0,0
4262,"restaurant","MD",21146,211,2819,53,31,2,1399,0,1,0,0,1,0,0
4263,"restaurant","PA",16242,162,2925,53,1,9,6483,0,2,2,3,0,2,0
4264,"bar","PA",16648,166,2357,53,33,6,4376,2,1,0,3,0,0,0
4265,"restaurant","NY",11710,117,3465,53,27,4,2892,1,0,0,2,1,0,0
4266,"restaurant","NJ",7407,74,3227,53,17,2,1460,0,0,1,0,0,1,0
4267,"restaurant","CT",6801,68,3085,53,31,2,1456,2,0,0,0,0,0,0
4268,"restaurant","NY",11230,112,2235,53,29,8,5837,2,3,1,2,0,0,0
4269,"restaurant","DC",20016,200,3866,53,1,4,2866,1,1,0,2,0,0,0
4270,"restaurant","NJ",7940,79,2278,53,15,6,4384,0,1,1,4,0,0,0
4271,"bar","NY",10965,109,3795,53,9,10,7083,3,0,3,3,0,1,0
4272,"restaurant","MD",21084,210,3539,53,17,6,4325,0,0,1,4,1,0,0
4273,"restaurant","NJ",7016,70,3663,53,11,8,5793,3,1,1,3,0,0,0
4274,"restaurant","NY",11803,118,2326,53,21,6,4341,1,2,0,2,0,1,0
4275,"restaurant","PA",19023,190,2827,53,13,8,5704,1,2,0,2,1,2,0
4276,"restaurant","NJ",7018,70,2999,53,13,6,4285,3,1,0,1,0,1,0
4277,"bar","DE",19901,199,2481,53,33,3,2171,0,0,0,0,1,2,0
4278,"restaurant","DE",19934,199,3387,53,11,8,5704,0,2,1,2,0,3,0
4279,"restaurant","NJ",7933,79,2956,53,7,5,3609,1,1,0,3,0,0,0
4280,"restaurant","NY",14613,146,2742,53,3,8,5751,1,2,1,1,1,2,0
4281,"bar","NY",11216,112,2549,53,3,9,6419,1,1,2,3,1,1,0
4282,"restaurant","NH",3060,30,2531,53,5,8,5708,1,2,1,3,1,0,0
4283,"restaurant","MD",21144,211,3483,53,15,6,4322,0,3,1,1,0,1,0
4284,"bar","NJ",7733,77,2869,53,21,6,4275,1,0,0,1,2,2,0
4285,"bar","PA",18103,181,2719,53,21,7,4997,0,1,3,2,0,1,0
4286,"restaurant","NY",11214,112,3139,53,7,6,4367,1,1,0,3,1,0,0
4287,"restaurant","CT",6497,64,4298,53,35,2,1461,0,0,0,2,0,0,0
4288,"bar","CT",6903,69,3146,53,9,9,6489,0,4,2,2,0,1,0
4289,"bar","NY",11357,113,2942,53,29,7,5018,0,2,1,2,2,0,0
4290,"restaurant","NY",11729,117,2927,53,9,5,3646,1,1,1,2,0,0,0
4291,"bar","NJ",8007,80,3668,53,9,7,5040,2,2,0,3,0,0,0
4292,"bar","PA",16801,168,2864,53,9,8,5779,0,2,3,1,1,1,0
4293,"restaurant","PA",19063,190,3064,53,25,8,5781,1,2,0,1,3,1,0
4294,"restaurant","NY",11235,112,4168,53,9,4,2933,0,1,0,2,1,0,0
4295,"restaurant","PA",15208,152,3375,53,17,3,2202,0,0,1,0,0,2,0
4296,"bar","MD",20707,207,2851,53,5,4,2895,1,1,0,1,1,0,0
4297,"restaurant","NY",11550,115,2842,53,23,6,4449,1,2,0,3,0,0,0
4298,"restaurant","RI",2921,29,3676,53,25,2,1441,0,1,0,1,0,0,0
4299,"bar","NY",11203,112,3074,53,29,6,4335,1,0,2,3,0,0,0
4300,"restaurant","MA",2745,27,3049,53,9,7,5027,0,0,5,2,0,0,0
4301,"restaurant","NJ",7003,70,4016,53,1,9,6306,1,2,1,3,0,2,0
4302,"restaurant","MD",21122,211,2949,53,21,4,2882,0,2,1,0,0,1,0
4303,"restaurant","NJ",8882,88,3191,53,13,10,7157,2,1,0,5,0,2,0
4304,"bar","NY",11050,110,2341,53,27,4,2898,2,1,0,0,0,1,0
4305,"restaurant","NJ",7023,70,3871,53,13,2,1444,0,0,0,1,1,0,0
4306,"bar","NY",11235,112,2489,53,27,4,2868,2,0,1,1,0,0,0
4307,"bar","MA",1453,14,2654,53,3,8,5856,1,2,0,5,0,0,0
4308,"bar","MD",20882,208,2391,53,9,7,5111,1,1,2,3,0,0,0
4309,"bar","PA",18360,183,2871,53,3,10,7067,3,0,2,5,0,0,0
4310,"bar","PA",15228,152,3489,53,29,4,2930,0,1,1,1,1,0,0
4311,"bar","NY",13104,131,2663,53,15,6,4177,0,2,1,1,2,0,0
4312,"restaurant","NJ",7024,70,4335,53,15,4,2877,0,1,1,1,1,0,0
4313,"bar","NY",11727,117,4106,53,13,8,5746,1,1,1,4,1,0,0
4314,"restaurant","PA",19018,190,2301,53,3,5,3560,0,1,0,3,1,0,0
4315,"bar","PA",18704,187,2858,53,5,7,5029,1,1,1,4,0,0,0
4316,"bar","NY",11030,110,2787,53,15,10,7017,2,0,2,2,2,2,0
4317,"bar","NY",11230,112,2375,53,35,4,2947,1,0,1,1,1,0,0
4318,"restaurant","NY",11510,115,2491,53,11,7,5059,2,0,0,3,1,1,0
4319,"bar","NY",11360,113,3175,53,9,6,4372,1,1,0,2,2,0,0
4320,"restaurant","PA",18840,188,2766,53,1,9,6469,3,0,0,4,2,0,0
4321,"bar","PA",19064,190,3458,53,21,11,7934,0,3,1,3,2,2,0
4322,"restaurant","MA",2631,26,3735,53,13,4,2933,0,2,0,2,0,0,0
4323,"bar","NJ",7039,70,2989,53,29,9,6369,1,1,1,3,3,0,0
4324,"restaurant","NJ",7950,79,2888,53,23,6,4323,2,2,0,2,0,0,0
4325,"restaurant","MA",1960,19,2883,53,23,8,5662,0,0,0,5,0,3,0
4326,"restaurant","NJ",8094,80,2934,53,13,8,5765,2,0,2,3,1,0,0
4327,"bar","NJ",7032,70,2873,53,35,2,1431,0,1,0,1,0,0,0
4328,"bar","NH",3862,38,2342,53,1,8,5787,0,1,3,4,0,0,0
4329,"bar","MD",20639,206,2718,53,29,5,3612,2,1,0,1,0,1,0
4330,"bar","PA",15017,150,1958,53,1,12,8689,2,5,3,1,0,1,0
4331,"restaurant","NY",11570,115,3937,51,15,7,5128,0,4,1,1,1,0,1
4332,"restaurant","NY",12110,121,2436,51,1,7,4949,0,2,1,1,3,0,1
4333,"restaurant","PA",19076,190,3400,51,11,8,5656,0,1,2,2,2,1,1
4334,"bar","DE",19808,198,2158,51,15,9,6436,1,2,1,3,2,0,1
4335,"restaurant","NJ",8080,80,3770,51,7,6,4298,2,3,0,1,0,0,1
4336,"restaurant","CT",6851,68,2974,51,11,6,4421,0,2,1,0,3,0,1
4337,"bar","MA",2146,21,3644,51,17,7,4900,1,0,1,1,3,1,1
4338,"bar","NJ",7747,77,2772,51,27,5,3529,0,0,1,2,1,1,1
4339,"bar","DE",19810,198,3477,51,1,9,6325,2,1,0,3,2,1,1
4340,"bar","PA",16046,160,4260,51,13,8,5671,2,1,1,3,1,0,1
4341,"restaurant","NY",10025,100,2892,51,9,9,6382,0,2,1,2,1,3,1
4342,"bar","NJ",8201,82,2515,51,11,11,7885,2,2,0,3,3,1,1
4343,"bar","PA",15241,152,3682,51,11,6,4267,1,1,0,1,3,0,1
4344,"restaurant","PA",19126,191,3451,51,5,8,5853,2,2,1,1,2,0,1
4345,"restaurant","NJ",8724,87,3842,51,3,11,7855,0,2,1,6,1,1,1
4346,"restaurant","NY",10970,109,2883,51,7,9,6427,0,2,0,5,1,1,1
4347,"bar","RI",2865,28,1979,51,7,7,5028,0,2,1,1,2,1,1
4348,"bar","NY",11213,112,3827,51,5,9,6494,2,4,1,2,0,0,1
4349,"bar","DE",19808,198,3396,51,5,9,6356,1,2,1,4,1,0,1
4350,"restaurant","NY",11710,117,3989,51,13,8,5723,2,1,0,1,3,1,1
4351,"restaurant","PA",19132,191,2841,51,1,9,6451,2,0,1,2,3,1,1
4352,"bar","NY",11365,113,2979,51,25,5,3581,0,1,0,2,2,0,1
4353,"restaurant","MA",2651,26,3315,51,5,11,7842,2,2,2,2,1,2,1
4354,"restaurant","NJ",7645,76,2271,51,13,7,4876,1,2,1,1,1,1,1
4355,"bar","MD",21044,210,3442,51,13,8,5781,1,0,1,3,2,1,1
4356,"bar","NY",10023,100,3770,51,13,6,4298,0,1,0,3,2,0,1
4357,"restaurant","PA",15068,150,2529,51,3,10,7191,2,2,1,3,2,0,1
4358,"restaurant","CT",6436,64,2812,51,7,7,5007,3,1,0,2,1,0,1
4359,"bar","MD",21208,212,2395,51,27,7,5086,1,2,1,1,2,0,1
4360,"bar","NJ",8757,87,2000,51,3,10,7118,1,1,1,2,3,2,1
4361,"restaurant","PA",19002,190,2737,51,15,4,2832,1,1,0,1,1,0,1
4362,"bar","NJ",7728,77,2167,51,1,8,5820,0,3,1,1,1,2,1
4363,"restaurant","MD",20902,209,4027,51,9,9,6233,1,3,0,2,3,0,1
4364,"restaurant","PA",19073,190,3042,51,7,9,6418,2,1,2,1,3,0,1
4365,"bar","NJ",8554,85,4083,51,5,7,5105,0,0,2,2,3,0,1
4366,"restaurant","NJ",7068,70,3689,51,9,6,4389,0,1,0,1,4,0,1
4367,"bar","DE",19970,199,3553,51,9,10,7105,3,2,2,2,1,0,1
4368,"bar","NJ",8876,88,2579,51,11,8,5860,1,2,1,3,0,1,1
4369,"bar","NY",10038,100,2557,51,1,10,7163,2,4,0,1,2,1,1
4370,"bar","CT",6432,64,2544,51,13,7,5090,2,1,0,2,2,0,1
4371,"restaurant","NJ",7901,79,3024,51,13,6,4329,0,2,0,1,1,2,1
4372,"restaurant","NJ",8884,88,2959,51,17,8,5711,3,3,0,0,2,0,1
4373,"bar","MA",1757,17,3548,51,7,8,5812,0,2,2,3,1,0,1
4374,"bar","NY",10570,105,3492,51,13,6,4323,1,1,1,0,2,1,1
4375,"restaurant","PA",19130,191,2216,51,13,8,5679,1,2,1,0,3,1,1
4376,"bar","PA",15419,154,2736,51,1,10,7188,3,2,2,0,0,3,1
4377,"restaurant","MD",20850,208,2669,51,11,6,4398,1,1,0,1,3,0,1
4378,"restaurant","ME",4051,40,2844,51,13,8,5654,1,1,2,1,2,1,1
4379,"restaurant","ME",4364,43,3101,51,9,9,6464,0,5,0,0,3,1,1
4380,"restaurant","MD",20852,208,3611,51,7,7,5064,0,2,1,0,3,1,1
4381,"restaurant","MD",21117,211,2440,51,11,6,4309,0,1,1,1,2,1,1
4382,"restaurant","DE",19806,198,4214,51,13,6,4231,0,1,2,0,3,0,1
4383,"restaurant","MA",2158,21,3310,51,15,8,5716,0,1,1,3,3,0,1
4384,"restaurant","NY",11372,113,2645,51,7,10,7290,0,4,2,2,1,1,1
4385,"restaurant","NY",14127,141,3552,51,13,10,7275,0,0,0,6,4,0,1
4386,"restaurant","ME",4210,42,3136,51,13,6,4362,1,2,0,1,2,0,1
4387,"bar","PA",15205,152,3469,51,11,8,5880,1,1,1,2,3,0,1
4388,"bar","NY",14304,143,3925,51,1,9,6439,1,1,3,1,3,0,1
4389,"restaurant","MD",20906,209,2498,51,13,7,5001,1,0,1,1,3,1,1
4390,"bar","NJ",8106,81,2546,51,19,5,3557,1,2,0,2,0,0,0
4391,"bar","NY",11710,117,3768,51,3,9,6407,1,2,3,1,1,1,0
4392,"restaurant","NY",11758,117,2209,51,15,6,4259,2,0,1,1,1,1,0
4393,"restaurant","NY",11414,114,2258,51,25,7,5081,1,1,1,0,2,2,0
4394,"restaurant","NY",11367,113,2176,51,5,8,5784,1,2,0,4,0,1,0
4395,"bar","NJ",7047,70,2689,51,13,7,4975,2,2,0,2,1,0,0
4396,"bar","NY",11212,112,2733,51,11,9,6602,1,1,2,2,1,2,0
4397,"restaurant","MA",2115,21,2706,51,1,7,5026,0,0,4,0,1,2,0
4398,"restaurant","PA",19018,190,2198,51,13,7,5020,1,1,1,2,1,1,0
4399,"restaurant","NY",11510,115,3557,51,15,6,4261,0,0,2,2,2,0,0
4400,"bar","DC",20020,200,2855,51,13,7,5069,0,1,1,4,1,0,0
4401,"bar","PA",18017,180,2722,51,31,4,2830,0,2,0,2,0,0,0
4402,"bar","PA",19103,191,3196,51,21,4,2814,1,0,1,2,0,0,0
4403,"bar","MA",2173,21,2956,51,11,7,5063,1,2,1,2,0,1,0
4404,"restaurant","NY",10309,103,2780,51,5,5,3613,2,1,1,1,0,0,0
4405,"bar","PA",19403,194,2203,51,7,8,5784,0,2,2,3,0,1,0
4406,"bar","NY",10583,105,2907,51,11,8,5926,0,3,2,2,0,1,0
4407,"bar","PA",19454,194,3559,51,33,6,4323,0,0,3,1,1,1,0
4408,"bar","PA",19119,191,3268,51,9,11,8072,2,1,2,6,0,0,0
4409,"bar","PA",15217,152,2927,51,15,4,2940,1,1,0,2,0,0,0
4410,"bar","PA",19380,193,4029,51,25,10,7059,2,1,2,2,1,2,0
4411,"restaurant","CT",6497,64,3741,51,11,6,4246,1,3,0,1,0,1,0
4412,"bar","NY",11357,113,2878,51,5,8,5629,0,0,0,7,1,0,0
4413,"restaurant","NY",12603,126,3051,51,25,4,2870,0,0,2,0,1,1,0
4414,"bar","PA",17339,173,2090,51,11,6,4300,0,2,1,2,1,0,0
4415,"bar","NY",11757,117,2649,51,27,4,2918,1,1,1,1,0,0,0
4416,"restaurant","PA",19064,190,2558,51,27,5,3730,2,0,1,1,0,1,0
4417,"bar","NY",10462,104,3219,51,9,7,4974,1,1,1,2,0,2,0
4418,"bar","NJ",8620,86,2798,51,13,8,5703,0,3,1,4,0,0,0
4419,"bar","NJ",7079,70,2009,51,11,7,4928,1,1,1,2,1,1,0
4420,"restaurant","MA",2173,21,2439,51,3,7,4987,1,0,0,2,1,3,0
4421,"restaurant","PA",18235,182,1920,51,7,5,3614,1,0,0,2,2,0,0
4422,"bar","NJ",8226,82,2937,51,15,9,6533,1,1,4,2,1,0,0
4423,"restaurant","NY",10022,100,2412,51,11,11,7832,0,1,1,5,2,2,0
4424,"bar","NJ",7830,78,3331,51,31,3,2145,0,0,1,1,1,0,0
4425,"bar","CT",6484,64,2345,51,11,7,4966,0,3,1,3,0,0,0
4426,"restaurant","PA",19007,190,3857,51,15,9,6510,0,1,1,3,2,2,0
4427,"restaurant","MA",2043,20,2488,51,23,6,4274,1,2,0,2,1,0,0
4428,"bar","DC",20009,200,4390,51,5,8,5713,0,1,2,2,2,1,0
4429,"restaurant","PA",17331,173,3169,51,31,6,4176,1,0,1,3,1,0,0
4430,"restaurant","CT",6357,63,2968,51,9,3,2183,0,0,0,2,0,1,0
4431,"restaurant","NJ",7470,74,2843,51,3,8,5869,3,2,0,0,2,1,0
4432,"bar","RI",2864,28,2548,51,15,10,7201,1,1,3,5,0,0,0
4433,"bar","MA",1151,11,2373,51,11,7,5089,1,1,4,1,0,0,0
4434,"restaurant","NJ",8859,88,4048,51,13,8,5665,2,2,0,2,1,1,0
4435,"restaurant","NY",10025,100,3349,51,13,4,2881,0,0,1,1,0,2,0
4436,"restaurant","NJ",7430,74,2939,51,19,8,5720,3,0,2,3,0,0,0
4437,"restaurant","CT",6490,64,3340,51,15,6,4363,0,2,1,1,2,0,0
4438,"restaurant","NY",12779,127,2957,51,9,8,5670,2,0,0,4,1,1,0
4439,"bar","NY",11225,112,3127,51,17,8,5746,0,2,2,3,1,0,0
4440,"restaurant","NY",10977,109,2031,51,5,5,3577,2,1,1,1,0,0,0
4441,"bar","NJ",8012,80,2617,51,5,10,7168,1,1,3,4,1,0,0
4442,"bar","NY",10128,101,4176,51,5,6,4290,1,0,1,2,1,1,0
4443,"bar","NY",14212,142,2972,51,9,8,5716,1,2,1,2,1,1,0
4444,"restaurant","PA",17603,176,4238,51,15,9,6469,1,0,3,3,2,0,0
4445,"restaurant","NY",11955,119,2907,51,19,9,6459,2,5,0,1,0,1,0
4446,"bar","NY",11514,115,3470,51,21,5,3618,1,0,0,3,1,0,0
4447,"restaurant","NY",11581,115,3406,51,9,6,4314,1,0,1,2,0,2,0
4448,"restaurant","NJ",7435,74,4047,51,7,8,5736,1,1,1,3,1,1,0
4449,"bar","NJ",8226,82,1952,51,15,4,2876,2,0,0,2,0,0,0
4450,"bar","MD",20817,208,2733,51,13,6,4280,1,1,1,3,0,0,0
4451,"bar","NJ",8610,86,5640,51,11,10,7195,2,1,3,2,2,0,0
4452,"restaurant","NY",11694,116,4169,51,9,8,5807,0,0,0,5,1,2,0
4453,"bar","NY",11205,112,3711,51,35,4,2895,1,0,1,1,1,0,0
4454,"restaurant","NY",11209,112,2911,51,9,6,4377,1,2,0,3,0,0,0
4455,"bar","MA",1754,17,3207,51,15,5,3639,2,0,0,2,0,1,0
4456,"bar","PA",15066,150,2673,51,15,7,5030,1,2,2,0,1,1,0
4457,"restaurant","NJ",7470,74,3366,51,3,8,5726,0,1,4,3,0,0,0
4458,"restaurant","NJ",8080,80,3001,51,11,6,4321,2,1,2,0,1,0,0
4459,"bar","NJ",8857,88,3730,51,23,6,4351,1,0,2,1,2,0,0
4460,"restaurant","PA",19111,191,2031,51,21,4,2856,0,1,2,0,1,0,0
4461,"restaurant","MA",2771,27,2763,51,5,7,4944,0,3,2,2,0,0,0
4462,"restaurant","DC",20007,200,3511,51,15,9,6566,0,2,1,3,1,2,0
4463,"restaurant","NY",12078,120,2491,51,11,7,5050,1,2,1,2,0,1,0
4464,"restaurant","PA",19087,190,2917,51,29,5,3561,2,1,1,0,1,0,0
