"user_id","rec","freq","mon","used_offer","ride_fare","app_type","main_city","age","num_cities_used","rfm_seq","rfm_ind"
9874,24,46,1303.25,0,0,"iPhone","Indianapolis",27,6,321,321
9875,8,28,299.36,0,0,"iPhone","Indianapolis",33,2,154,155
9876,22,31,325.26,0,0,"Android","Milwaukee",44,3,345,345
9877,19,64,1160.8,0,0,"Android","Chicago",26,5,314,311
9878,27,53,696.55,0,0,"Android","Milwaukee",26,2,424,423
9879,25,31,465.15,0,0,"iPhone","Indianapolis",54,2,344,344
9880,39,41,964.89,0,0,"iPhone","Indianapolis",35,2,432,432
9881,24,59,811.78,0,0,"iPhone","Chicago",26,4,315,313
9882,21,24,323.02,0,0,"iPhone","Chicago",33,1,354,355
9883,19,58,546.78,0,0,"iPhone","Indianapolis",46,4,315,314
9884,7,37,720.9,0,0,"iPhone","Chicago",35,2,143,133
9885,51,37,867.5,0,0,"Android","Chicago",53,4,532,532
9886,13,63,1620.02,0,0,"iPhone","Chicago",36,4,212,211
9887,28,39,1045.35,0,0,"Android","Milwaukee",28,3,431,432
9888,12,72,795.07,0,0,"Android","Milwaukee",27,2,215,213
9889,12,39,904.97,0,0,"iPhone","Indianapolis",39,1,232,232
9890,130,44,425.63,0,0,"iPhone","Chicago",36,3,535,535
9891,8,37,866.78,0,0,"iPhone","Chicago",37,1,142,132
9892,15,21,169.06,0,0,"iPhone","Indianapolis",35,3,255,255
9893,42,45,1290.71,0,0,"iPhone","Chicago",43,5,521,521
9894,22,52,1324.23,0,0,"Android","Milwaukee",34,4,321,321
9895,5,35,648.77,0,0,"Android","Minneapolis",48,3,143,143
9896,69,57,695.41,0,0,"iPhone","Milwaukee",29,6,515,513
9897,10,30,639.2,0,0,"iPhone","Minneapolis",40,2,152,144
9898,161,47,509.31,0,0,"Android","Milwaukee",33,3,525,524
9899,79,24,492.68,0,0,"iPhone","Chicago",29,3,552,554
9900,78,27,315.97,0,0,"iPhone","Milwaukee",24,3,554,555
9901,47,39,561.92,0,0,"Android","Milwaukee",20,7,534,534
9902,8,43,547.41,0,0,"iPhone","Milwaukee",28,3,134,134
9903,21,24,564.17,0,0,"Android","Chicago",32,5,352,354
9904,50,36,841.58,0,0,"iPhone","Minneapolis",45,7,532,543
9905,30,41,772.71,0,0,"iPhone","Milwaukee",39,2,433,433
9906,31,27,568.9,0,0,"Android","Chicago",38,2,452,454
9907,31,70,1106.86,0,0,"Android","Chicago",33,1,414,412
9908,27,53,982.3,0,0,"iPhone","Chicago",28,3,423,422
9909,11,44,1041.08,0,0,"iPhone","Minneapolis",42,7,231,232
9910,31,29,503.47,0,0,"Android","Minneapolis",29,1,444,454
9911,15,33,672.01,0,0,"iPhone","Indianapolis",40,3,243,243
9912,12,31,572.92,0,0,"Android","Chicago",29,1,243,244
9913,10,35,317.51,0,0,"iPhone","Chicago",34,5,145,145
9914,4,18,380.51,0,0,"Android","Indianapolis",48,7,154,155
9915,22,27,413.45,0,0,"iPhone","Minneapolis",41,2,353,355
9916,17,57,1277.54,0,0,"iPhone","Chicago",32,6,322,311
9917,16,44,1198.47,0,0,"iPhone","Chicago",23,5,231,231
9918,17,34,448.91,0,0,"iPhone","Chicago",44,7,344,345
9919,42,46,923.95,0,0,"Android","Milwaukee",61,2,523,522
9920,10,45,938.13,0,0,"iPhone","Chicago",46,6,132,122
9921,19,106,2141.42,1,20.11,"Android","Milwaukee",34,8,311,311
9922,6,49,1416.42,0,0,"Android","Chicago",22,3,121,121
9923,15,26,404.7,0,0,"iPhone","Chicago",37,4,253,255
9924,19,36,985.36,0,0,"Android","Minneapolis",32,1,341,342
9925,45,46,863.16,0,0,"iPhone","Chicago",26,3,523,522
9926,42,64,902.97,0,0,"iPhone","Chicago",35,9,514,512
9927,23,36,352.09,0,0,"iPhone","Indianapolis",22,3,345,345
9928,10,72,2011.76,1,38.81,"Android","Indianapolis",20,3,111,111
9929,25,37,537.56,0,0,"iPhone","Milwaukee",37,2,334,334
9930,13,25,613.91,0,0,"iPhone","Chicago",38,2,252,254
9931,12,28,498.73,0,0,"iPhone","Milwaukee",29,2,252,254
9932,7,21,309.63,0,0,"Android","Chicago",30,8,154,155
9933,6,33,853.47,0,0,"Android","Chicago",19,4,142,142
9934,15,47,1185.53,0,0,"iPhone","Chicago",33,6,222,221
9935,42,24,444.55,0,0,"Android","Chicago",31,2,553,555
9936,37,37,767.84,0,0,"iPhone","Indianapolis",23,3,433,433
9937,23,34,432.2,0,0,"iPhone","Minneapolis",29,5,344,345
9938,56,116,2729.12,1,19.12,"Android","Minneapolis",23,6,511,511
9939,19,38,419.7,0,0,"Android","Milwaukee",44,2,335,335
9940,15,46,653.68,0,0,"iPhone","Minneapolis",33,1,224,223
9941,31,47,795.13,0,0,"Android","Indianapolis",53,4,424,423
9942,17,29,627.66,0,0,"Android","Indianapolis",52,5,351,354
9943,13,47,985.69,0,0,"Android","Chicago",52,7,223,222
9944,7,86,2329.26,1,22.68,"iPhone","Milwaukee",27,2,111,111
9945,13,33,685.29,0,0,"Android","Milwaukee",48,1,243,243
9946,170,17,305.15,0,0,"iPhone","Indianapolis",39,4,554,555
9947,97,51,1149.72,0,0,"Android","Indianapolis",42,6,522,522
9948,80,71,1434.26,0,0,"Android","Indianapolis",30,6,513,511
9949,27,19,199.3,0,0,"iPhone","Chicago",35,1,455,455
9950,26,55,1196.76,0,0,"iPhone","Indianapolis",36,6,422,421
9951,39,40,1072.61,0,0,"iPhone","Minneapolis",44,6,431,432
9952,11,43,623.25,0,0,"Android","Chicago",36,4,234,234
9953,8,42,1140.1,0,0,"iPhone","Milwaukee",34,5,131,132
9954,39,20,180.94,0,0,"Android","Minneapolis",45,3,455,455
9955,16,49,1402.92,0,0,"iPhone","Minneapolis",39,4,221,221
9956,10,48,662.63,0,0,"Android","Indianapolis",34,2,124,123
9957,18,26,472.26,0,0,"iPhone","Chicago",34,4,353,354
9958,34,31,828.59,0,0,"iPhone","Chicago",25,4,441,443
9959,88,28,364.81,0,0,"Android","Chicago",60,3,553,555
9960,16,61,665.36,0,0,"iPhone","Minneapolis",35,1,215,213
9961,4,53,1332.74,0,0,"iPhone","Minneapolis",42,9,121,121
9962,29,45,1181.7,0,0,"Android","Milwaukee",58,3,422,421
9963,11,55,1398.66,0,0,"iPhone","Minneapolis",40,6,221,221
9964,14,68,692.58,0,0,"iPhone","Chicago",23,2,215,213
9965,31,53,1411.43,0,0,"Android","Chicago",40,8,421,421
9966,38,56,756.31,0,0,"iPhone","Milwaukee",20,3,415,423
9967,5,60,1170.35,0,0,"iPhone","Milwaukee",31,2,114,111
9968,29,38,1139.64,0,0,"Android","Minneapolis",35,2,431,432
9969,26,23,352.44,0,0,"iPhone","Chicago",31,1,454,455
9970,5,40,836.89,0,0,"iPhone","Chicago",33,5,133,133
9971,6,15,266.75,0,0,"iPhone","Chicago",41,1,155,155
9972,54,28,684.43,0,0,"iPhone","Chicago",31,6,551,553
9973,11,24,501.37,0,0,"Android","Milwaukee",31,2,252,254
9974,28,29,250,0,0,"iPhone","Milwaukee",41,3,445,455
9975,66,41,464.31,0,0,"iPhone","Chicago",33,1,535,534
9976,11,108,1004.05,1,13.83,"iPhone","Indianapolis",28,4,214,212
9977,16,36,475.82,0,0,"iPhone","Chicago",25,4,244,244
9978,26,63,815.64,0,0,"Android","Minneapolis",49,3,415,413
9979,18,11,189.86,0,0,"Android","Minneapolis",33,6,355,355
9980,17,39,982.99,0,0,"Android","Chicago",35,4,332,332
9981,76,28,440.13,0,0,"iPhone","Chicago",29,3,553,555
9982,29,63,1606.61,1,32.46,"Android","Chicago",26,3,412,411
9983,20,61,1794.07,0,0,"iPhone","Minneapolis",26,3,312,311
9984,53,51,1169.83,0,0,"iPhone","Chicago",33,6,522,521
9985,17,28,445.68,0,0,"iPhone","Chicago",32,4,353,355
9986,15,73,2173.37,1,18.4,"Android","Milwaukee",19,4,211,211
9987,30,26,275.29,0,0,"Android","Minneapolis",26,2,454,455
9988,14,40,524.39,0,0,"iPhone","Chicago",50,5,234,234
9989,34,69,1744.14,1,23.22,"Android","Indianapolis",64,8,412,411
9990,40,87,1512,1,22.17,"iPhone","Chicago",55,3,512,511
9991,10,26,639.86,0,0,"iPhone","Milwaukee",26,7,152,154
9992,16,40,1174.42,0,0,"Android","Milwaukee",51,4,231,231
9993,40,33,398.74,0,0,"Android","Chicago",45,7,544,545
9994,14,56,1529.67,0,0,"iPhone","Milwaukee",19,3,221,221
9995,20,29,331.44,0,0,"iPhone","Indianapolis",38,3,354,355
9996,31,28,339.74,0,0,"iPhone","Minneapolis",32,4,454,455
9997,29,39,1072.69,0,0,"Android","Chicago",40,5,431,432
9998,22,27,372.2,0,0,"iPhone","Minneapolis",31,2,354,355
9999,12,57,967.82,0,0,"Android","Chicago",40,1,223,212
10000,64,50,761.03,0,0,"iPhone","Chicago",27,4,524,523
10001,3,61,1207.33,0,0,"iPhone","Chicago",24,8,113,111
10002,25,41,913.38,0,0,"iPhone","Milwaukee",37,1,332,332
10003,11,51,1158.83,0,0,"Android","Milwaukee",55,2,222,221
10004,32,37,983.77,0,0,"Android","Indianapolis",29,4,432,432
10005,13,37,773.4,0,0,"Android","Milwaukee",23,4,242,233
10006,7,43,1226.37,0,0,"Android","Chicago",50,3,131,131
10007,9,59,1112.58,0,0,"iPhone","Milwaukee",26,3,114,112
10008,29,42,1205.76,0,0,"iPhone","Milwaukee",41,6,431,431
10009,64,29,346.47,0,0,"Android","Milwaukee",28,5,545,555
10010,18,32,580.8,0,0,"Android","Milwaukee",27,7,343,344
10011,24,37,867.44,0,0,"iPhone","Chicago",37,7,333,332
10012,27,46,756.49,0,0,"iPhone","Chicago",33,7,424,423
10013,18,71,1994.61,1,15.03,"iPhone","Chicago",34,1,311,311
10014,30,28,645.99,0,0,"iPhone","Milwaukee",38,6,451,453
10015,40,22,455.12,0,0,"iPhone","Milwaukee",21,6,553,554
10016,11,46,1077.63,0,0,"iPhone","Milwaukee",24,8,222,222
10017,27,46,929.8,0,0,"Android","Chicago",57,3,423,422
10018,9,33,939.98,0,0,"iPhone","Chicago",36,1,141,142
10019,36,25,241.18,0,0,"Android","Milwaukee",25,2,455,455
10020,31,33,280.21,0,0,"Android","Minneapolis",35,4,445,445
10021,21,36,597.28,0,0,"iPhone","Chicago",41,2,343,344
10022,8,83,884.87,1,14.22,"iPhone","Chicago",30,2,115,112
10023,3,42,817.73,0,0,"Android","Milwaukee",31,6,133,133
10024,25,46,1131.24,0,0,"iPhone","Indianapolis",25,5,322,322
10025,20,74,1459.3,1,20.37,"Android","Minneapolis",42,5,313,311
10026,42,42,1136.35,0,0,"iPhone","Milwaukee",48,2,531,532
10027,43,48,1140.07,0,0,"iPhone","Chicago",37,1,522,522
10028,38,53,1138.29,0,0,"Android","Milwaukee",19,3,422,422
10029,58,30,507.66,0,0,"iPhone","Minneapolis",27,4,544,544
10030,25,45,378.82,0,0,"Android","Chicago",26,4,335,325
10031,19,45,995.77,0,0,"iPhone","Milwaukee",22,5,332,322
10032,66,38,385.87,0,0,"Android","Chicago",49,5,535,535
10033,62,30,558.9,0,0,"Android","Chicago",53,1,543,544
10034,3,89,864.5,1,13.4,"Android","Milwaukee",31,7,115,112
10035,9,20,187.75,0,0,"iPhone","Minneapolis",22,4,155,155
10036,14,43,676.78,0,0,"iPhone","Chicago",38,3,233,233
10037,32,38,743.12,0,0,"iPhone","Chicago",34,4,433,433
10038,8,59,1216.57,0,0,"Android","Milwaukee",35,1,113,111
10039,28,39,630.73,0,0,"Android","Milwaukee",24,7,434,434
10040,11,39,455.95,0,0,"Android","Chicago",42,2,235,234
10041,12,48,559.2,0,0,"Android","Chicago",24,5,225,224
10042,16,27,752.86,0,0,"iPhone","Milwaukee",47,4,251,253
10043,43,41,749.52,0,0,"iPhone","Milwaukee",34,3,533,533
10044,32,93,1091.4,1,32.78,"iPhone","Chicago",32,8,414,412
10045,14,72,1416.5,1,19.24,"Android","Milwaukee",20,7,213,211
10046,10,32,657.48,0,0,"Android","Chicago",38,6,143,143
10047,20,19,283.07,0,0,"Android","Indianapolis",29,3,355,355
10048,35,86,2431.1,1,23.03,"iPhone","Milwaukee",47,5,411,411
10049,11,20,556.28,0,0,"iPhone","Indianapolis",41,4,252,254
10050,41,53,433.58,0,0,"iPhone","Chicago",31,5,525,525
10051,12,66,1020.4,0,0,"iPhone","Milwaukee",30,5,214,212
10052,44,23,535.86,0,0,"iPhone","Chicago",57,4,552,554
10053,26,71,1208.59,0,0,"iPhone","Minneapolis",21,4,413,411
10054,15,40,592.28,0,0,"iPhone","Chicago",43,4,234,234
10055,9,31,286.98,0,0,"iPhone","Indianapolis",30,2,145,145
10056,22,49,1241.65,0,0,"Android","Chicago",26,4,322,321
10057,26,39,1063.88,0,0,"Android","Indianapolis",43,2,431,432
10058,23,46,593.75,0,0,"Android","Milwaukee",22,2,325,324
10059,23,36,467.08,0,0,"Android","Indianapolis",44,2,344,344
10060,15,40,1189.07,0,0,"Android","Chicago",35,7,231,231
10061,17,26,284.28,0,0,"iPhone","Milwaukee",32,5,355,355
10062,14,41,1151.56,0,0,"iPhone","Indianapolis",38,4,231,232
10063,10,66,1046.74,0,0,"iPhone","Indianapolis",49,5,114,112
10064,37,32,388.67,0,0,"Android","Minneapolis",21,12,445,445
10065,28,36,983.72,0,0,"Android","Milwaukee",24,3,441,442
10066,18,27,538.15,0,0,"iPhone","Chicago",33,4,352,354
10067,16,70,1214.94,1,31.06,"iPhone","Chicago",51,5,213,211
10068,25,37,1006.44,0,0,"Android","Milwaukee",23,2,332,332
10069,7,40,907.77,0,0,"Android","Indianapolis",44,6,132,132
10070,30,47,974.76,0,0,"iPhone","Minneapolis",33,2,423,422
10071,32,35,469.83,0,0,"iPhone","Minneapolis",36,5,444,444
10072,11,48,432.95,0,0,"iPhone","Chicago",28,4,225,225
10073,20,28,782.98,0,0,"iPhone","Indianapolis",21,3,351,353
10074,18,29,798.03,0,0,"iPhone","Minneapolis",40,3,351,353
10075,40,43,591.67,0,0,"iPhone","Milwaukee",24,2,534,534
10076,20,69,1286.54,0,0,"iPhone","Indianapolis",32,2,313,311
10077,6,72,1447.63,0,0,"Android","Milwaukee",40,3,113,111
10078,105,42,1001.89,0,0,"iPhone","Chicago",52,3,532,532
10079,49,38,1097.1,0,0,"iPhone","Milwaukee",28,1,531,532
10080,127,56,596.29,0,0,"iPhone","Milwaukee",35,2,515,524
10081,23,21,591.2,0,0,"iPhone","Indianapolis",37,5,352,354
10082,18,42,666.19,0,0,"Android","Milwaukee",29,2,334,333
10083,19,42,1147.95,0,0,"Android","Milwaukee",28,2,331,332
10084,22,34,821.6,0,0,"iPhone","Milwaukee",53,2,342,343
10085,14,25,724.16,0,0,"iPhone","Minneapolis",31,3,251,253
10086,22,60,636.84,0,0,"iPhone","Indianapolis",35,6,315,314
10087,64,22,238.73,0,0,"Android","Milwaukee",29,5,555,555
10088,11,64,803.47,1,16.27,"iPhone","Indianapolis",52,3,215,213
10089,7,24,353.52,0,0,"Android","Milwaukee",30,6,154,155
10090,11,49,592.62,0,0,"iPhone","Chicago",54,2,225,224
10091,28,45,1171.83,0,0,"Android","Chicago",34,2,422,421
10092,13,32,421.88,0,0,"iPhone","Chicago",39,4,244,245
10093,11,25,620.71,0,0,"Android","Indianapolis",21,2,251,254
10094,14,24,248.95,0,0,"Android","Chicago",41,9,255,255
10095,17,66,1343.22,1,23.2,"Android","Chicago",41,5,313,311
10096,30,51,754.82,0,0,"iPhone","Indianapolis",35,2,424,423
10097,94,43,818.34,0,0,"Android","Chicago",21,2,533,533
10098,11,36,980.9,0,0,"Android","Milwaukee",35,3,241,242
10099,199,76,761.47,0,0,"iPhone","Chicago",39,8,515,513
10100,135,30,642.65,0,0,"iPhone","Chicago",33,5,543,543
10101,9,25,535.55,0,0,"Android","Chicago",28,8,152,154
10102,18,36,910.21,0,0,"iPhone","Chicago",36,3,341,342
10103,36,70,577.71,0,0,"Android","Milwaukee",30,3,415,414
10104,29,106,898.82,1,29.73,"iPhone","Chicago",39,3,414,412
10105,21,68,1592.07,0,0,"iPhone","Chicago",47,2,312,311
10106,119,63,1861.24,0,0,"iPhone","Chicago",34,7,511,511
10107,8,34,310.19,0,0,"iPhone","Indianapolis",56,7,145,145
10108,5,19,443.64,0,0,"iPhone","Chicago",41,4,153,155
10109,21,54,735.97,0,0,"Android","Chicago",28,4,324,323
10110,12,25,574.81,0,0,"iPhone","Chicago",37,10,252,254
10111,31,34,954.98,0,0,"Android","Minneapolis",28,1,441,442
10112,12,56,753.21,0,0,"Android","Milwaukee",50,3,224,223
10113,19,41,792.11,0,0,"Android","Milwaukee",21,6,333,333
10114,13,47,976.95,0,0,"iPhone","Minneapolis",36,5,223,222
10115,15,24,271.74,0,0,"Android","Chicago",38,2,255,255
10116,157,23,556.34,0,0,"Android","Milwaukee",40,4,552,554
10117,32,39,604.08,0,0,"iPhone","Chicago",20,4,434,434
10118,15,38,826.29,0,0,"iPhone","Chicago",37,6,233,233
10119,3,42,1008.91,0,0,"Android","Minneapolis",42,3,132,132
10120,7,24,348.44,0,0,"iPhone","Milwaukee",42,3,154,155
10121,118,26,708.46,0,0,"Android","Chicago",27,5,551,553
10122,45,45,834.38,0,0,"Android","Indianapolis",27,5,523,523
10123,87,47,1383.86,0,0,"iPhone","Indianapolis",35,3,521,521
10124,13,43,400.56,0,0,"iPhone","Chicago",29,2,235,235
10125,33,45,401.32,0,0,"Android","Minneapolis",31,4,425,425
10126,23,62,1490.39,1,40.01,"Android","Chicago",29,6,313,311
10127,8,43,462.45,0,0,"iPhone","Milwaukee",31,4,135,134
10128,35,31,802.67,0,0,"iPhone","Indianapolis",23,3,442,443
10129,21,75,1858.74,1,18.49,"Android","Indianapolis",46,4,311,311
10130,72,50,863.83,0,0,"iPhone","Milwaukee",31,2,523,522
10131,22,38,389.47,0,0,"Android","Chicago",24,3,335,335
10132,91,70,1888.05,1,34.99,"iPhone","Chicago",35,2,511,511
10133,55,20,255.54,0,0,"iPhone","Minneapolis",35,5,555,555
10134,72,62,1597.97,0,0,"iPhone","Indianapolis",46,2,512,511
10135,30,15,237.26,0,0,"iPhone","Milwaukee",22,5,455,455
10136,42,25,458.09,0,0,"iPhone","Chicago",25,1,553,554
10137,15,39,644.94,0,0,"Android","Chicago",20,2,234,233
10138,12,37,590.07,0,0,"iPhone","Chicago",43,1,243,234
10139,12,45,499.52,0,0,"Android","Minneapolis",20,8,235,224
10140,106,63,1343.24,0,0,"iPhone","Chicago",45,2,513,511
10141,13,43,691.67,0,0,"iPhone","Indianapolis",55,5,233,233
10142,6,43,912.09,0,0,"iPhone","Chicago",37,3,132,132
10143,39,43,876.69,0,0,"iPhone","Chicago",29,3,432,432
10144,28,66,1497.56,0,0,"iPhone","Milwaukee",38,4,412,411
10145,199,48,778.41,0,0,"iPhone","Chicago",32,5,524,523
10146,52,52,1133.91,0,0,"iPhone","Chicago",65,6,522,522
10147,20,40,812.1,0,0,"iPhone","Indianapolis",39,1,333,333
10148,9,37,977.55,0,0,"Android","Chicago",22,6,141,132
10149,37,32,783.97,0,0,"Android","Indianapolis",22,2,442,443
10150,13,28,737.07,0,0,"Android","Chicago",22,3,251,253
10151,25,48,1104.73,1,21.37,"iPhone","Indianapolis",25,5,322,322
10152,9,46,1150.1,0,0,"Android","Milwaukee",24,2,131,122
10153,6,33,369.07,0,0,"iPhone","Minneapolis",31,4,145,145
10154,15,32,499.39,0,0,"Android","Minneapolis",57,1,244,244
10155,14,40,943.89,0,0,"Android","Chicago",29,1,232,232
10156,6,26,752.37,0,0,"Android","Milwaukee",26,7,151,153
10157,18,24,571.02,0,0,"iPhone","Minneapolis",23,5,352,354
10158,17,144,2365.96,1,20.92,"iPhone","Minneapolis",32,6,311,311
10159,10,32,785.09,0,0,"iPhone","Chicago",25,1,142,143
10160,14,44,747.65,0,0,"Android","Indianapolis",39,5,233,233
10161,65,34,552.64,0,0,"iPhone","Milwaukee",29,3,543,544
10162,12,27,330.61,0,0,"iPhone","Indianapolis",29,6,254,255
10163,26,41,673.34,0,0,"iPhone","Chicago",23,4,433,433
10164,18,60,1369.41,0,0,"Android","Chicago",32,7,313,311
10165,34,70,1342.38,0,0,"iPhone","Minneapolis",31,3,413,411
10166,8,22,553.06,0,0,"Android","Chicago",25,2,152,154
10167,6,29,663.22,0,0,"iPhone","Milwaukee",57,2,151,153
10168,12,39,600.22,0,0,"Android","Chicago",26,3,234,234
10169,10,51,802.72,1,23.85,"Android","Milwaukee",29,3,124,123
10170,16,69,1564.83,0,0,"iPhone","Minneapolis",23,5,212,211
10171,13,44,771.04,0,0,"iPhone","Chicago",23,9,233,233
10172,66,38,1083.71,0,0,"Android","Milwaukee",22,8,531,532
10173,23,36,871.22,0,0,"iPhone","Chicago",39,3,341,342
10174,19,32,644.8,0,0,"iPhone","Chicago",24,3,343,343
10175,7,57,989.49,0,0,"iPhone","Minneapolis",48,5,123,112
10176,9,24,669.15,0,0,"iPhone","Chicago",56,4,151,153
10177,44,41,1178.29,0,0,"iPhone","Chicago",28,3,531,531
10178,11,93,1080.56,1,14.45,"iPhone","Chicago",46,5,214,212
10179,14,81,2086.66,1,15.31,"iPhone","Milwaukee",41,4,211,211
10180,44,56,784.59,0,0,"iPhone","Indianapolis",38,2,515,523
10181,17,49,1418.75,0,0,"iPhone","Chicago",29,1,321,321
10182,16,19,523.45,0,0,"Android","Milwaukee",28,5,252,254
10183,8,34,983.67,0,0,"iPhone","Indianapolis",39,5,141,142
10184,22,31,545.23,0,0,"Android","Chicago",21,2,344,344
10185,47,56,998.01,0,0,"iPhone","Indianapolis",22,7,514,522
10186,32,31,762.88,0,0,"Android","Chicago",37,7,442,443
10187,82,24,467.14,0,0,"Android","Milwaukee",49,8,552,554
10188,20,18,257.65,0,0,"Android","Indianapolis",21,5,355,355
10189,12,50,626.71,0,0,"Android","Chicago",40,2,224,224
10190,33,24,633.72,0,0,"Android","Minneapolis",27,7,451,454
10191,40,40,603.61,0,0,"iPhone","Indianapolis",19,9,534,534
10192,52,37,776.95,0,0,"Android","Milwaukee",25,3,533,533
10193,15,32,659.42,0,0,"Android","Milwaukee",42,7,243,243
10194,15,49,1188.71,0,0,"iPhone","Milwaukee",25,7,222,221
10195,6,18,474.16,0,0,"iPhone","Milwaukee",58,3,153,154
10196,40,33,544.52,0,0,"Android","Minneapolis",56,4,543,544
10197,30,70,1370.25,0,0,"iPhone","Chicago",52,2,413,411
10198,13,34,599.37,0,0,"iPhone","Chicago",26,3,243,244
10199,9,59,1471.59,0,0,"Android","Milwaukee",43,2,113,111
10200,18,36,622.61,0,0,"Android","Chicago",33,2,343,344
10201,8,45,651.82,0,0,"Android","Chicago",49,3,134,123
10202,12,24,633.98,0,0,"iPhone","Indianapolis",44,3,251,254
10203,9,46,767.02,0,0,"iPhone","Milwaukee",48,3,133,123
10204,8,26,550,0,0,"iPhone","Minneapolis",36,5,152,154
10205,26,33,490.7,0,0,"iPhone","Chicago",31,11,444,444
10206,13,33,321.56,0,0,"iPhone","Indianapolis",29,4,245,245
10207,22,48,792.75,0,0,"Android","Chicago",22,2,324,323
10208,11,79,1430.55,1,15.81,"iPhone","Indianapolis",20,4,213,211
10209,22,76,1171.45,0,0,"iPhone","Minneapolis",41,2,314,311
10210,21,32,951.68,0,0,"iPhone","Chicago",31,6,341,342
10211,25,44,951.31,0,0,"iPhone","Milwaukee",46,8,332,332
10212,16,56,1534.63,0,0,"Android","Indianapolis",35,4,221,221
10213,56,28,442.37,0,0,"iPhone","Indianapolis",26,2,553,555
10214,32,57,702.85,0,0,"Android","Milwaukee",35,3,415,413
10215,19,45,1322.13,0,0,"Android","Chicago",39,3,321,321
10216,24,85,745.38,1,16.22,"iPhone","Milwaukee",23,2,315,313
10217,8,36,894.86,0,0,"iPhone","Chicago",31,2,141,142
10218,17,58,1016.52,0,0,"iPhone","Chicago",36,2,314,312
10219,15,44,1237.76,0,0,"Android","Milwaukee",48,3,231,231
10220,13,54,728.38,1,16.2,"Android","Milwaukee",23,4,224,223
10221,7,96,2020.48,1,8.22,"iPhone","Minneapolis",32,4,111,111
10222,23,47,958.78,0,0,"iPhone","Milwaukee",44,5,323,322
10223,11,51,1475.13,0,0,"Android","Milwaukee",38,6,221,221
10224,14,66,1119.09,1,17.9,"Android","Milwaukee",29,4,214,212
10225,51,31,886.35,0,0,"iPhone","Milwaukee",31,7,541,542
10226,24,42,905.38,0,0,"iPhone","Milwaukee",36,2,332,332
10227,17,30,559.77,0,0,"Android","Chicago",49,6,344,344
10228,23,27,694.7,0,0,"iPhone","Milwaukee",31,4,351,353
10229,20,25,441.95,0,0,"Android","Chicago",32,3,353,355
10230,21,29,435.57,0,0,"iPhone","Chicago",32,7,353,355
10231,16,25,722.45,0,0,"Android","Indianapolis",24,7,251,253
10232,16,61,1218.57,0,0,"iPhone","Chicago",47,3,213,211
10233,28,70,1206.86,1,6.89,"Android","Chicago",27,4,413,411
10234,29,46,1091.81,0,0,"iPhone","Chicago",33,6,422,422
10235,24,45,1006.72,0,0,"Android","Indianapolis",24,8,323,322
10236,16,104,2481.57,1,6.16,"iPhone","Milwaukee",33,7,211,211
10237,79,37,657.36,0,0,"Android","Milwaukee",25,2,533,533
10238,15,39,852.83,0,0,"iPhone","Milwaukee",35,5,232,232
10239,17,54,1498.25,0,0,"Android","Chicago",36,2,321,321
10240,14,38,795.15,0,0,"Android","Milwaukee",48,5,233,233
10241,19,30,301.53,0,0,"iPhone","Milwaukee",40,4,345,345
10242,29,63,929.61,0,0,"iPhone","Milwaukee",22,1,414,412
10243,11,26,423.49,0,0,"iPhone","Minneapolis",24,3,253,255
10244,66,51,1360.41,0,0,"iPhone","Minneapolis",45,6,521,521
10245,26,45,987.19,0,0,"Android","Indianapolis",31,1,423,422
10246,20,44,1227.77,0,0,"iPhone","Milwaukee",31,4,331,331
10247,34,53,752.57,0,0,"Android","Indianapolis",28,3,424,423
10248,15,67,1210.99,1,6.75,"Android","Chicago",37,5,213,211
10249,10,47,747.23,0,0,"Android","Chicago",41,4,124,123
10250,9,43,1285.44,0,0,"iPhone","Indianapolis",44,5,131,131
10251,51,44,1228.81,0,0,"iPhone","Chicago",25,5,531,531
10252,33,86,1251.59,0,0,"Android","Indianapolis",19,3,413,411
10253,7,23,627.1,0,0,"iPhone","Chicago",40,3,152,154
10254,15,56,825.27,0,0,"iPhone","Chicago",21,7,224,223
10255,29,60,1004.57,1,14.88,"Android","Chicago",33,2,414,412
10256,25,35,451.57,0,0,"Android","Minneapolis",38,1,344,345
10257,29,54,1293.2,0,0,"Android","Chicago",21,5,421,421
10258,23,32,440.68,0,0,"Android","Chicago",25,7,344,345
10259,26,38,1073.32,0,0,"iPhone","Indianapolis",27,3,431,432
10260,9,69,1841.64,1,14.14,"iPhone","Chicago",33,9,111,111
10261,19,88,2173.61,1,23.28,"iPhone","Minneapolis",52,6,311,311
10262,21,32,361,0,0,"Android","Indianapolis",21,6,345,345
10263,20,30,834.11,0,0,"iPhone","Minneapolis",27,4,342,343
10264,21,81,1629.19,0,0,"Android","Chicago",33,7,312,311
10265,12,30,796.85,0,0,"Android","Milwaukee",40,5,242,243
10266,8,31,393.59,0,0,"iPhone","Indianapolis",19,2,145,145
10267,9,26,701.97,0,0,"iPhone","Chicago",35,2,151,153
10268,18,74,876.49,1,14.89,"Android","Milwaukee",41,4,315,312
10269,8,29,641.78,0,0,"iPhone","Chicago",39,7,152,153
10270,109,82,1590.51,1,11.28,"iPhone","Chicago",28,8,512,511
10271,17,60,775.05,0,0,"iPhone","Minneapolis",37,3,315,313
10272,10,48,681.25,0,0,"iPhone","Chicago",23,3,124,123
10273,15,47,414.24,0,0,"Android","Chicago",43,5,225,225
